part_number,part_description,server_description,country,type,breadcrumb,specification,image,url,store_name
A9654881,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,PowerEdge R330,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL A9654881"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-hk~A9654881_v3/A9654881_v3.jpg,https://www.dell.com/en-hk/shop/dell-memory-upgrade-8gb-1rx8-ddr4-udimm-2400mhz-ecc/apd/a9654881/memory,DELL
SNPMT9MYC/8G,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,PowerEdge T130,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL A9654881"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-hk~A9654881_v3/A9654881_v3.jpg,https://www.dell.com/en-hk/shop/dell-memory-upgrade-8gb-1rx8-ddr4-udimm-2400mhz-ecc/apd/a9654881/memory,DELL
A9206671,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,Alienware Area-51M,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2666 MHz"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL SNPHYXPXC/8G, DELL A9206671"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Module Configuration"": ""1024 x 64"", ""Chips Organization"": ""X8"", ""Service & Support"": ""N/A"", ""Designed For"": ""See compatibility chart below""}",//snpi.dell.com/snp/images2/300/en-us~A9206671_V3/A9206671_V3.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-8gb-1rx8-ddr4-sodimm-2666mhz/apd/a9206671/memory,DELL
A9413667,16GB DDR4 2400MHz (PC4-19200) SODIMM Memory - Notebook RAM - VisionTek,,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>16GB DDR4 2400MHz (PC4-19200) SODIMM Memory - Notebook RAM - VisionTek,"{""Product Type"": ""Memory module"", ""Capacity"": ""16 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""Generic"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Latency Timings"": ""CL17"", ""Features"": ""Unbuffered"", ""Voltage"": ""1.2 V"", ""Manufacturer Warranty"": ""Limited lifetime warranty"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Compliant Standards"": ""RoHS"", ""Service & Support"": ""Limited lifetime warranty""}",//snpi.dell.com/snp/images2/300/en-us~A9413667/A9413667.jpg,https://www.dell.com/en-us/work/shop/16gb-ddr4-2400mhz-pc4-19200-sodimm-memory-notebook-ram-visiontek/apd/a9413667/memory,DELL
SNPTN78YC/32VXR,Dell EMC VxRail Memory Upgrade - 32GB - 2Rx4 DDR4 RDIMM 2666MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell EMC VxRail Memory Upgrade - 32GB - 2Rx4 DDR4 RDIMM 2666MHz,{},//snpi.dell.com/snp/images2/300/en-hk~AB003150_v1/AB003150_v1.jpg,https://www.dell.com/en-hk/shop/dell-emc-vxrail-memory-upgrade-32gb-2rx4-ddr4-rdimm-2666mhz/apd/ab003150/memory,DELL
SNPTFYHPC/16VXR,Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2933MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2933MHz,{},//snpi.dell.com/snp/images2/300/en-hk~AB003152_v2/AB003152_v2.jpg,https://www.dell.com/en-hk/shop/dell-emc-vxrail-memory-upgrade-16gb-2rx8-ddr4-rdimm-2933mhz/apd/ab003152/memory,DELL
A9434543,DDR4 RAM - DDR4 8GB 2400MHz (PC4-19200) DIMM Memory - Desktop RAM - VisionTek,,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>DDR4 RAM - DDR4 8GB 2400MHz (PC4-19200) DIMM Memory - Desktop RAM - VisionTek,"{""Product Type"": ""Memory module"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""Generic"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Latency Timings"": ""CL17"", ""Features"": ""Unbuffered"", ""Voltage"": ""1.2 V"", ""Manufacturer Warranty"": ""Limited lifetime warranty"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Color Category"": ""Black, green"", ""Compliant Standards"": ""RoHS"", ""Service & Support"": ""Limited lifetime warranty""}",//snpi.dell.com/snp/images2/300/en-us~A9434543/A9434543.jpg,https://www.dell.com/en-us/work/shop/ddr4-ram-ddr4-8gb-2400mhz-pc4-19200-dimm-memory-desktop-ram-visiontek/apd/a9434543/memory,DELL
A9413666,8GB DDR4 2400MHz (PC4-19200) SODIMM Memory - Notebook RAM - VisionTek,,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>8GB DDR4 2400MHz (PC4-19200) SODIMM Memory - Notebook RAM - VisionTek,"{""Product Type"": ""Memory module"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""Generic"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Latency Timings"": ""CL17"", ""Features"": ""Unbuffered"", ""Voltage"": ""1.2 V"", ""Manufacturer Warranty"": ""Limited lifetime warranty"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Compliant Standards"": ""RoHS"", ""Service & Support"": ""Limited lifetime warranty""}",//snpi.dell.com/snp/images2/300/en-us~A9413666/A9413666.jpg,https://www.dell.com/en-us/work/shop/8gb-ddr4-2400mhz-pc4-19200-sodimm-memory-notebook-ram-visiontek/apd/a9413666/memory,DELL
AA783422,Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,PowerEdge FC430,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,"{""Product Type"": ""Memory module"", ""Capacity"": ""32 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""3200 MHz (PC4-25600)"", ""Features"": ""Dual rank, registered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL AA783422"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X4""}",//snpi.dell.com/snp/images2/300/en-us~AA783422_v1/AA783422_v1.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-32gb-2rx4-ddr4-rdimm-3200mhz-8gb-base/apd/aa783422/memory,DELL
SNP75X1VC/32G,Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,PowerEdge FC630,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,"{""Product Type"": ""Memory module"", ""Capacity"": ""32 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""3200 MHz (PC4-25600)"", ""Features"": ""Dual rank, registered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL AA783422"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X4""}",//snpi.dell.com/snp/images2/300/en-us~AA783422_v1/AA783422_v1.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-32gb-2rx4-ddr4-rdimm-3200mhz-8gb-base/apd/aa783422/memory,DELL
AB640684,Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,Alienware X17 R1,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,"{""Type"": ""DDR4 SDRAM"", ""Storage Capacity"": ""16GB"", ""Speed"": ""3466MHz"", ""Features"": ""Single rank, 1.35 Voltage, Unbuffered, 260 pin""}",//snpi.dell.com/snp/images2/300/en-us~AB640684_v2/AB640684_v2.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-16gb-1rx8-ddr4-sodimm-3466mhz-superspeed-xmp/apd/ab640684/memory,DELL
SNPG9XKGC/16G,Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,Precision 7560,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,"{""Type"": ""DDR4 SDRAM"", ""Storage Capacity"": ""16GB"", ""Speed"": ""3466MHz"", ""Features"": ""Single rank, 1.35 Voltage, Unbuffered, 260 pin""}",//snpi.dell.com/snp/images2/300/en-us~AB640684_v2/AB640684_v2.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-16gb-1rx8-ddr4-sodimm-3466mhz-superspeed-xmp/apd/ab640684/memory,DELL
A9654881,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,PowerEdge T130,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL A9654881"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-hk~A9654881_v3/A9654881_v3.jpg,https://www.dell.com/en-hk/shop/dell-memory-upgrade-8gb-1rx8-ddr4-udimm-2400mhz-ecc/apd/a9654881/memory,DELL
SNPMT9MYC/8G,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,PowerEdge T30,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 UDIMM 2400MHz ECC,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""2400 MHz (PC4-19200)"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL A9654881"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-hk~A9654881_v3/A9654881_v3.jpg,https://www.dell.com/en-hk/shop/dell-memory-upgrade-8gb-1rx8-ddr4-udimm-2400mhz-ecc/apd/a9654881/memory,DELL
SNPHYXPXC/8G,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,Alienware M15,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2666 MHz"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL SNPHYXPXC/8G, DELL A9206671"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Module Configuration"": ""1024 x 64"", ""Chips Organization"": ""X8"", ""Service & Support"": ""N/A"", ""Designed For"": ""See compatibility chart below""}",//snpi.dell.com/snp/images2/300/en-us~A9206671_V3/A9206671_V3.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-8gb-1rx8-ddr4-sodimm-2666mhz/apd/a9206671/memory,DELL
A9206671,Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,Alienware M15,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 8GB - 1Rx8 DDR4 SODIMM 2666MHz,"{""Product Type"": ""RAM memory"", ""Capacity"": ""8 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2666 MHz"", ""Features"": ""Single rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL SNPHYXPXC/8G, DELL A9206671"", ""Type"": ""DRAM"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Module Configuration"": ""1024 x 64"", ""Chips Organization"": ""X8"", ""Service & Support"": ""N/A"", ""Designed For"": ""See compatibility chart below""}",//snpi.dell.com/snp/images2/300/en-us~A9206671_V3/A9206671_V3.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-8gb-1rx8-ddr4-sodimm-2666mhz/apd/a9206671/memory,DELL
AB003150,Dell EMC VxRail Memory Upgrade - 32GB - 2Rx4 DDR4 RDIMM 2666MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell EMC VxRail Memory Upgrade - 32GB - 2Rx4 DDR4 RDIMM 2666MHz,{},//snpi.dell.com/snp/images2/300/en-hk~AB003150_v1/AB003150_v1.jpg,https://www.dell.com/en-hk/shop/dell-emc-vxrail-memory-upgrade-32gb-2rx4-ddr4-rdimm-2666mhz/apd/ab003150/memory,DELL
AB003152,Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2933MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2933MHz,{},//snpi.dell.com/snp/images2/300/en-hk~AB003152_v2/AB003152_v2.jpg,https://www.dell.com/en-hk/shop/dell-emc-vxrail-memory-upgrade-16gb-2rx8-ddr4-rdimm-2933mhz/apd/ab003152/memory,DELL
SNPCRXJ6C/16G,Dell Memory Upgrade - 16GB - 2Rx8 DDR4 SODIMM 2666MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 16GB - 2Rx8 DDR4 SODIMM 2666MHz,"{""Product Type"": ""Memory module"", ""Capacity"": ""16 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""2666 MHz (PC4-21300)"", ""Features"": ""Dual rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL AA075845, DELL SNPCRXJ6C/16G"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Module Configuration"": ""1024 X 72"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-hk~AA075845_V2/AA075845_V2.jpg,https://www.dell.com/en-hk/shop/dell-memory-upgrade-16gb-2rx8-ddr4-sodimm-2666mhz/apd/aa075845/memory,DELL
901345,DDR4 RAM – 32GB 2933MHz DIMM – PC4-23466 Desktop RAM Memory - VisionTek,,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>DDR4 RAM – 32GB 2933MHz DIMM – PC4-23466 Desktop RAM Memory - VisionTek,"""""",//snpi.dell.com/snp/images2/300/en-us~AB231718_v1/AB231718_v1.jpg,https://www.dell.com/en-us/work/shop/ddr4-ram-32gb-2933mhz-dimm-pc4-23466-desktop-ram-memory-visiontek/apd/ab231718/memory,DELL
AA579531-AX,Axiom AX - DDR4 - 32 GB - DIMM 288-pin - registered,,USA,memory,United States>Products For Home>Accessories>Memory>Memory Upgrades>Axiom AX - DDR4 - 32 GB - DIMM 288-pin - registered,"""""",//snpi.dell.com/snp/images2/300/en-us~f082278f-40fc-4f6e-9cfb-8f97017a2e11/f082278f-40fc-4f6e-9cfb-8f97017a2e11.jpg,https://www.dell.com/en-us/shop/axiom-ax-ddr4-32-gb-dimm-288-pin-registered/apd/aa939492/memory,DELL
SNP7JXF5C/128VXR,VxRail Dell Memory Upgrade - 128GB - 4RX4 DDR4 LRDIMM 3200MHz (NOT Compatible with 128GB 2666MHz DIMM),,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>VxRail Dell Memory Upgrade - 128GB - 4RX4 DDR4 LRDIMM 3200MHz (NOT Compatible with 128GB 2666MHz DIMM),"{""Type"": ""DDR4 SDRAM"", ""Data Integrity Check"": ""ECC"", ""Storage Capacity"": ""128GB"", ""Speed"": ""3200MHz"", ""Features"": ""Quad rank, 1.2 Voltage, 288 pin""}",//snpi.dell.com/snp/images2/300/en-hk~AB574671_V1/AB574671_V1.jpg,https://www.dell.com/en-hk/shop/vxrail-dell-memory-upgrade-128gb-4rx4-ddr4-lrdimm-3200mhz-not-compatible-with-128gb-2666mhz-dimm/apd/ab574671/memory,DELL
SNPPWR5TC/16VXR,Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2666MHz,,Hong kong,memory,Hong Kong>Home & Home Office>Accessories>Memory>Memory Upgrades>Dell EMC VxRail Memory Upgrade - 16GB - 2RX8 DDR4 RDIMM 2666MHz,{},//snpi.dell.com/snp/images2/300/en-hk~AB003149_v2/AB003149_v2.jpg,https://www.dell.com/en-hk/shop/dell-emc-vxrail-memory-upgrade-16gb-2rx8-ddr4-rdimm-2666mhz/apd/ab003149/memory,DELL
AA783422,Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,PowerEdge FC630,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 32GB - 2RX4 DDR4 RDIMM 3200MHz 8Gb BASE,"{""Product Type"": ""Memory module"", ""Capacity"": ""32 GB"", ""Memory Type"": ""DDR4 SDRAM - DIMM 288-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""ECC"", ""Speed"": ""3200 MHz (PC4-25600)"", ""Features"": ""Dual rank, registered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL AA783422"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""DIMM 288-pin"", ""Chips Organization"": ""X4""}",//snpi.dell.com/snp/images2/300/en-us~AA783422_v1/AA783422_v1.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-32gb-2rx4-ddr4-rdimm-3200mhz-8gb-base/apd/aa783422/memory,DELL
901344,DDR4 RAM – 16GB 2933MHz DIMM – PC4-23466 Desktop RAM Memory - VisionTek,,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>DDR4 RAM – 16GB 2933MHz DIMM – PC4-23466 Desktop RAM Memory - VisionTek,"{""Product Type"": ""RAM memory"", ""Capacity"": ""16GB"", ""Memory Type"": ""DDR4 2933MHz (PC4-23466) DIMM"", ""Speed"": ""DDR4 2933MHz (PC4-23466)"", ""Manufacturer Warranty"": ""Lifetime Limited Warranty"", ""Type"": ""288-pin DIMM"", ""CAS Latency"": ""21"", ""JEDEC Specifications"": ""Fully Compliant""}",//snpi.dell.com/snp/images2/300/en-us~AB231715_v1/AB231715_v1.jpg,https://www.dell.com/en-us/work/shop/ddr4-ram-16gb-2933mhz-dimm-pc4-23466-desktop-ram-memory-visiontek/apd/ab231715/memory,DELL
SNPWTHG4C/16G,Dell Memory Upgrade - 16GB - 2RX8 DDR4 SODIMM 3200MHz,Alienware Area 51M R2,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 16GB - 2RX8 DDR4 SODIMM 3200MHz,"{""Product Type"": ""Memory module"", ""Capacity"": ""16 GB"", ""Memory Type"": ""DDR4 SDRAM - SO-DIMM 260-pin"", ""Upgrade Type"": ""System specific"", ""Data Integrity Check"": ""Non-ECC"", ""Speed"": ""3200 MHz (PC4-25600)"", ""Features"": ""Dual rank, unbuffered"", ""Voltage"": ""1.2 V"", ""OEM Manufacturer Equivalent Part Number"": ""DELL SNPWTHG4C/16G, DELL AA937596"", ""Pricing Type"": ""Upgrade"", ""Type"": ""DRAM memory module"", ""Technology"": ""DDR4 SDRAM"", ""Form Factor"": ""SO-DIMM 260-pin"", ""Module Configuration"": ""2048 x 64"", ""Chips Organization"": ""X8""}",//snpi.dell.com/snp/images2/300/en-us~AA937596_V1/AA937596_V1.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-16gb-2rx8-ddr4-sodimm-3200mhz/apd/aa937596/memory,DELL
AB640684,Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,Precision 7560,USA,memory,United States>For Business>Accessories>Memory>Memory Upgrades>Dell Memory Upgrade - 16GB - 1Rx8 DDR4 SODIMM 3466MHz SuperSpeed/XMP,"{""Type"": ""DDR4 SDRAM"", ""Storage Capacity"": ""16GB"", ""Speed"": ""3466MHz"", ""Features"": ""Single rank, 1.35 Voltage, Unbuffered, 260 pin""}",//snpi.dell.com/snp/images2/300/en-us~AB640684_v2/AB640684_v2.jpg,https://www.dell.com/en-us/work/shop/dell-memory-upgrade-16gb-1rx8-ddr4-sodimm-3466mhz-superspeed-xmp/apd/ab640684/memory,DELL
